title,album,composer,spotify,youtube,artist
Soup For One,Album: ***SAMPLED (1)***      Utgiven:  2000,Kompositör: Bernard Edwards & Nile Rodgers,,https://www.youtube.com/results?search_query=Chic%20Soup%20For%20One,Chic
Devotion,Album: ***OPEN OUR EYES***      Utgiven:  2001,Kompositör: Philip Bailey & Maurice White,https://play.spotify.com/track/2RH61BqMEeRjfND7MQBWHU,https://www.youtube.com/results?search_query=Earth%20Wind%20%26%20Fire%20Devotion,Earth Wind & Fire
"Now I Feel Ya, Now I Feel You",Album: ***NOW I FEEL YA***      Utgiven:  2002,Kompositör: Mike Dean & Brad Jordan & John Okuribido,,"https://www.youtube.com/results?search_query=Scarface%20Now%20I%20Feel%20Ya,%20Now%20I%20Feel%20You",Scarface
Cosmic Slop,,Kompositör: George Clinton & Bernie Worrell,https://play.spotify.com/track/5pdLIJUS4g08YMWqjnbbk3,https://www.youtube.com/results?search_query=Funkadelic%20Cosmic%20Slop,Funkadelic
Groovy Tony Eddie Kane,,Kompositör: Dwayne Abernathy & Quincy Matthew Hanley,,https://www.youtube.com/results?search_query=Schoolboy%20Q%20%26%20Jadakiss%20Groovy%20Tony%20Eddie%20Kane,Schoolboy Q & Jadakiss
Untitled 06 L 06 30 2014,"Album: ***untitled unremastered, 2016***",Kompositör: Thomas Callaway & Kendrick Duckworth & Muhammad Jones & Ali Shaheed & Adrian Young,,https://www.youtube.com/results?search_query=Kendrick%20Lamar%20Untitled%2006%20L%2006%2030%202014,Kendrick Lamar
Gemini Feed,,Kompositör: C.Taylor/J.Banks,https://play.spotify.com/track/6923H6OtBkxdFrepzaVXMd,https://www.youtube.com/watch?v=2IeyrEUkBSk,Banks
The Waters,,Kompositör: Anderson .Paak,,https://www.youtube.com/results?search_query=Anderson%20.Paak%20%26%20Bj%20The%20Chicago%20Kid%20The%20Waters,Anderson .Paak & Bj The Chicago Kid
Fall In Love,,Kompositör: Louis Kevin Celestin & Matthew Tavares & Alexander Sowinski & Chester Hansen & D'anthony Carlos & Ciscero Simmons,,https://www.youtube.com/results?search_query=Ciscero%20Simmons%20%26%20Goldlink%20Fall%20In%20Love,Ciscero Simmons & Goldlink
All My Friends (Prep Remix]),"Album: ***All My Friends feat Tinashe  Chance The Rapper The Remixes EP, 2016***",Kompositör: Chancelor Bennett & Oliver Dickinson & Cass Lowe,,https://www.youtube.com/results?search_query=Snakehips%20%26%20Tinashe%20%26%20Chance%20The%20Rapper%20All%20My%20Friends%20(Prep%20Remix]),Snakehips & Tinashe & Chance The Rapper
Bullets,,Kompositör: Louis Kevin Celetin,https://play.spotify.com/track/3Il1ess0dinvEagLM3dTzG,https://www.youtube.com/results?search_query=Kaytranada%20%26%20Little%20Dragon%20Bullets,Kaytranada & Little Dragon
Caretaker,,Kompositör: Okänd,,https://www.youtube.com/results?search_query=D.R.A.M.%20%26%20Sza%20Caretaker,D.R.A.M. & Sza
Memory Of Us,Album: ***and the Anonymous Nobody***,Kompositör: De La Soul,,https://www.youtube.com/results?search_query=De%20La%20Soul%20%26%20Pete%20Rock%20%26%20Estelle%20Memory%20Of%20Us,De La Soul & Pete Rock & Estelle
For The World,,Kompositör: Okänd,https://play.spotify.com/track/2wknuokNRAnUPoNmYe0shu,https://www.youtube.com/results?search_query=The%20Internet%20%26%20James%20Fauntleroy%20For%20The%20World,The Internet & James Fauntleroy
Derringers,Album: Ride,Kompositör: Thomas Rusiak/Goran Kajfes/Carl-Johan Bohlin/Per Ruskträsk Johansson/Fredrik Okazaki Bergström,https://play.spotify.com/track/34csocszfmlIk8KWd7I2lb,https://www.youtube.com/results?search_query=Thomas%20Rusiak%20Derringers,Thomas Rusiak
Them Changes,,Kompositör: Stephen Bruner,https://play.spotify.com/track/4u8031pTkTODbRaDCbx8Yv,https://www.youtube.com/results?search_query=Thundercat%20Them%20Changes,Thundercat
Al Capone,"Album: ***TOUGHER THAN TOUGH***      Utgiven:  1993, ***THE STORY OF JAMAICAN MUSIC (",Kompositör: C Campbell,,https://www.youtube.com/results?search_query=Prince%20Buster%20Al%20Capone,Prince Buster
Prince Of Peace,,Kompositör: Cecil Campbell,https://play.spotify.com/track/0TrTey525UFzMnjABXwbk5,https://www.youtube.com/results?search_query=Prince%20Buster%20Prince%20Of%20Peace,Prince Buster
